grid_id,lte_min_rsrp,lte_mean_rsrp,lte_median_rsrp,lte_point_count,lte_signal_class,nr_min_rsrp,nr_mean_rsrp,nr_median_rsrp,nr_point_count,nr_signal_class,VV,VH,NDVI,NDBI,population,nightlight,tree_ratio,grass_ratio,crop_ratio,builtup_ratio,water_ratio,cell_count,operator_count,gsm_count,umts_count,lte_count,nr_count,nearest_lte_distance_m,nearest_nr_distance_m,lte_density_3km,nr_density_3km,lte_density_5km,nr_density_5km,pop_x_lte,pop_x_nr,builtup_x_lte,builtup_x_nr,nightlight_x_lte,nightlight_x_nr,vv_x_ndvi,vh_x_builtup,ndvi_minus_ndbi,longitude,latitude,distance_to_london_km
91769,-86.83,-74.68197,-73.87,416.0,Excellent,-133.65,-86.78798,-86.045,738.0,Excellent,-10.737794210224608,-17.210381820042574,0.6359113995863646,-0.1291530059773132,37.60418997657503,13.730560788288846,0.2721854356241027,0.49644837246089674,0.14099924803388136,0.09036694388111922,0.0,11,3,0,0,11,0,221.44629036880892,9084.37554471492,124,0,220,0,413.64608974232533,0.0,0.9940363826923114,0.0,151.0361686711773,0.0,-6.828285744694293,-1.5552496081044218,0.7650644055636777,0.11734579818358262,51.675170144639495,25.236342304406726
91770,-85.82,-79.97321,-81.43,143.0,Good,-107.78,-89.3318,-90.38,311.0,Good,-11.202837352211947,-18.20454348771282,0.5624161042975586,-0.0864115259700702,41.37937055803911,13.235548017376376,0.2744044331582941,0.41485685648244214,0.18507403370454886,0.12206307646301921,0.003601600191695719,11,4,2,0,9,0,342.96149138537646,9907.96916353213,127,0,208,0,372.414335022352,0.0,1.0985676881671729,0.0,119.11993215638738,0.0,-6.30065614071022,-2.2221025837150483,0.6488276302676288,0.13179746869364,51.674908684204006,25.900105772116824
91976,-60.69,-54.01633,-53.91,327.0,Excellent,-132.67,-103.74117,-100.59,777.0,Poor,-12.050302144126627,-18.69859205073214,0.567775466626783,-0.0408970971390633,129.24271607172548,2.0311266755215582,0.20792723496215756,0.29205754966237696,0.4639693822825351,0.036045833092930406,0.0,4,3,0,0,4,0,257.2220116037712,4429.697075371694,95,0,299,2,516.9708642869019,0.0,0.14418333237172162,0.0,8.124506702086233,0.0,-6.84186592287522,-0.674006328133486,0.6086725637658463,-0.49010173508426236,51.675558073613,31.305716812403013
91977,-115.77,-72.513664,-72.14,1726.0,Excellent,-136.28,-92.14747,-89.455,2716.0,Excellent,-11.331164407714487,-18.102941099443093,0.5411868744411972,-0.0476989472678777,50.94043421525436,3.1055744667546006,0.31273928427617165,0.2884229136407435,0.3548114428948364,0.04290890800917916,0.0011174511790692386,11,4,1,0,10,0,234.6647384509822,3563.244794151005,136,0,369,2,509.4043421525436,0.0,0.4290890800917916,0.0,31.055744667546005,0.0,-6.132277449590343,-0.7767774343315923,0.5888858217090749,-0.47564505307600263,51.675371355743394,30.495744149635424
91978,-87.92,-60.79969,-60.38,2180.0,Excellent,-132.14,-86.673485,-81.79,4840.0,Excellent,-10.477530505532584,-17.2582095059593,0.6507671750314737,-0.1057376386101757,70.60251993392319,5.559408890772419,0.484209444875355,0.41573534015875996,0.02292784416720105,0.07706529047989792,6.208031878608876e-05,22,4,2,3,17,0,96.97067772997612,2787.689140943074,182,1,476,4,1200.2428388766943,0.0,1.3101099381582646,0.0,94.50995114313112,0.0,-6.818432928391529,-1.330008928739689,0.7565048136416495,-0.46118852795142923,51.675182859242646,29.697355393059397
91984,-84.39,-71.53094,-72.21,3069.0,Excellent,-127.65,-92.21584,-92.595,4722.0,Good,-9.756978451983096,-15.782279796647376,0.6323257444370102,-0.1706586732600373,1110.976824975277,13.274578743365224,0.5688204664747023,0.17422135526923485,0.03909371491816766,0.21786446333789514,0.0,29,4,0,0,29,0,76.33636319619814,1894.9989782536102,307,4,643,5,32218.327924283032,0.0,6.318069436798959,0.0,384.9627835575915,0.0,-6.169588663106079,-3.4383979181450854,0.8029844176970475,-0.37445275491559216,51.67401453153794,25.210869757935324
91985,-72.59,-57.47511,-55.47,317.0,Excellent,-121.53,-93.72949,-95.57,313.0,Good,-10.551651758269292,-17.09084353734608,0.6799039498511658,-0.161900598507987,171.69794592138595,6.006947432973301,0.39380019579815495,0.28049631740239495,0.2891764912688193,0.03652699553063078,0.0,4,2,1,0,3,0,85.41845539814051,2786.007292670846,237,3,573,4,515.0938377641578,0.0,0.10958098659189235,0.0,18.020842298919902,0.0,-7.17410970790129,-0.6242771655033502,0.8418045483591527,-0.3599973695517214,51.673813585904995,24.526117916483003
91993,-88.0,-79.1895,-79.84,738.0,Excellent,-121.84,-92.9568,-91.81,1161.0,Good,-11.863438427117178,-18.357213925177422,0.6383137598100151,-0.1127390606941539,39.86211388863477,2.952774402571887,0.1772111275953915,0.4947173603334646,0.2761336108146619,0.05193790125648201,0.0,3,2,0,0,3,0,336.24426704319995,4513.262805601588,167,0,343,12,119.5863416659043,0.0,0.15581370376944603,0.0,8.858323207715662,0.0,-7.572595986687778,-0.9534351641899815,0.7510528205041691,-0.2443604866923254,51.67214200765338,20.026744839499848
91994,-85.78,-79.48597,-79.39,154.0,Excellent,-118.29,-97.06266,-95.06,222.0,Good,-11.323317934414268,-17.776414445478924,0.6531352504566967,-0.1147829562615365,14.631227402893058,3.604671151280839,0.3759093766785636,0.5033762412544248,0.09973547176555551,0.020978910301456023,0.0,3,1,0,0,3,0,545.7159040615788,3577.2847009346306,167,0,355,13,43.893682208679174,0.0,0.06293673090436808,0.0,10.814013453842517,0.0,-7.395658095094469,-0.3729298041332095,0.7679182067182333,-0.2299066735981292,51.67192505947269,19.621748519642292
91996,-89.94,-79.001396,-81.2,351.0,Good,-121.24,-103.019905,-105.59,331.0,Poor,-11.462944193609196,-18.399442680500023,0.5723150614354352,-0.0612089067893224,98.34507070132622,3.609987806649124,0.27993918441469134,0.46045087685379665,0.21657273398879234,0.0339097535283802,0.008879085194901581,0,0,0,0,0,0,907.4754357984043,1704.871503570761,179,10,342,17,0.0,0.0,0.0,0.0,0.0,0.0,-6.560415610396412,-0.6239205663553149,0.6335239682247576,-0.20099959523641983,51.67148582974195,18.944604170353777
91997,-74.46,-55.089436,-54.5,230.0,Excellent,-125.34,-96.74218,-103.07,133.0,Poor,-11.973288012967116,-18.866633138588337,0.5514622925662789,-0.0490422919093259,45.83426775908208,3.745926842893042,0.2743020036812197,0.3689036038113456,0.3489466593259798,0.007847733181454814,0.0,1,1,0,0,1,0,458.5861475090387,759.049817956976,136,10,337,18,45.83426775908208,0.0,0.007847733181454814,0.0,3.745926842893042,0.0,-6.602816857187191,-0.14806030290403469,0.6005045844756047,-0.18654633293508716,51.67126354829688,18.677273175521
91999,-80.66,-75.637184,-75.39,362.0,Excellent,-117.4,-91.22605,-90.100006,636.0,Good,-9.343982802860571,-17.51185714931117,0.4065731803377279,-0.0221114877659357,442.2441540046504,6.565432435847665,0.32834430732367753,0.25652717036633,0.3189688507504846,0.09615967155950791,0.0,0,0,0,0,0,0,628.6092061862844,1383.9422643471437,125,7,256,18,0.0,0.0,0.0,0.0,0.0,0.0,-3.799012805180059,-1.6839344318747826,0.42868466810366357,-0.15764036950602883,51.67081365251298,18.29550615523762
92000,-96.39,-71.4133,-69.34,1010.0,Excellent,-136.79,-90.3742,-89.5,1651.0,Excellent,-10.744224580309998,-18.24657601275496,0.4699452147034315,-0.0530248235229968,18.49702130180656,2.7631566098810034,0.25174779197440217,0.09176303569123925,0.6488390667728371,0.007650105561521549,0.0,0,0,0,0,0,0,1362.930526565193,2345.506773578835,103,3,235,17,0.0,0.0,0.0,0.0,0.0,0.0,-5.049196927215668,-0.1395882326339024,0.5229700382264283,-0.14318767134376065,51.6705860382817,18.18428034259229
92001,-89.04,-72.117226,-70.55,436.0,Excellent,-126.93,-87.51358,-86.8,542.0,Excellent,-11.609112140000796,-18.406297242719884,0.5920132484368813,-0.0832167955836013,13.326749726384875,2.879354457471896,0.26350067670795096,0.5273378810834926,0.20013631562106887,0.0064171589175205275,0.002607967669967171,0,0,0,0,0,0,775.4651143922628,3311.254993213075,82,0,227,12,0.0,0.0,0.0,0.0,0.0,0.0,-6.872748189469906,-0.1181161344896534,0.6752300440204826,-0.12873516419310377,51.67035664656323,18.127618643375058
92002,-84.72,-73.34239,-75.33,180.0,Excellent,-122.59,-95.50737,-95.865005,300.0,Good,-10.978274737846794,-17.786312167982963,0.5438800071779517,-0.0592025904142031,377.5109215054808,5.054725584751222,0.20597610628951035,0.3535253694125439,0.3847883365964369,0.05403358561507067,0.0,0,0,0,0,0,0,1159.7899236652886,4292.716766251047,82,0,266,6,0.0,0.0,0.0,0.0,0.0,0.0,-5.9708641432216405,-0.9610582213050807,0.6030825975921548,-0.11428284953648138,51.670125477412405,18.12603276454309
92006,-75.44,-64.18707,-67.23,763.0,Excellent,-109.9,-74.86924,-74.76,1407.0,Excellent,-8.81212467904893,-16.193090150404498,0.5760017017310067,-0.1054944680352125,3663.3269620935134,12.95610740578997,0.45590160912352123,0.2680327791005107,0.0,0.276065611775968,0.0,9,4,0,0,9,0,186.8073601000968,1074.3311204419558,215,5,395,9,32969.942658841625,0.0,2.484590505983712,0.0,116.60496665210972,0.0,-5.075798810997985,-4.470355338914819,0.6814961697662192,-0.05647554549440491,51.669183027596965,18.663415769571554
92008,-81.81,-62.92649,-65.62,356.0,Excellent,-115.46,-92.87538,-95.8,351.0,Good,-6.638485929710189,-15.258625847921431,0.4045037712699678,-0.0130112558880133,5591.756767310817,28.89741775433513,0.2176586365157318,0.21972157727419073,0.03606822145818813,0.5247207078728794,0.0018308568790100224,6,3,0,0,6,0,120.45253359869146,928.5078723490142,250,4,420,7,33550.5406038649,0.0,3.1483242472372766,0.0,173.3845065260108,0.0,-2.68529259409039,-8.006516956088747,0.41751502715798106,-0.02757308697131203,51.66870113955168,19.240792613382474
